epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.9426,1.97469,4.01868,1.13389,0.01613,0.13758,0.03743,0.01746,2.05525,inf,1.01679,0.0001785,0.0001785,0.0001785
2,21.8368,1.91322,2.26168,1.02373,0.03321,0.17326,0.07494,0.04076,1.79648,inf,0.99174,0.000362338,0.000362338,0.000362338
3,31.5756,1.70389,1.7154,0.98631,0.06003,0.27557,0.09768,0.05112,1.75419,inf,0.98887,0.000544337,0.000544337,0.000544337
4,40.9642,1.70029,1.56138,0.98454,0.0682,0.29729,0.12489,0.06831,1.73014,inf,0.95952,0.000703397,0.000703397,0.000703397
5,49.9089,1.63681,1.46038,0.9742,0.18769,0.1868,0.13663,0.07246,1.7042,2.09469,0.9659,0.000699863,0.000699863,0.000699863
6,59.9556,1.60151,1.39429,0.96913,0.29907,0.15043,0.15689,0.08526,1.62873,1.63944,0.96691,0.000696328,0.000696328,0.000696328
7,69.8601,1.57981,1.34269,0.95949,0.27243,0.18474,0.16723,0.09212,1.65535,1.50532,0.9564,0.000692794,0.000692794,0.000692794
8,80.1688,1.57307,1.30857,0.96073,0.31092,0.22046,0.19884,0.11104,1.54971,1.34915,0.94163,0.00068926,0.00068926,0.00068926
9,89.4725,1.54688,1.27094,0.95439,0.31705,0.23049,0.20726,0.11501,1.53692,1.36316,0.93901,0.000685726,0.000685726,0.000685726
10,100.24,1.55805,1.26561,0.9569,0.29138,0.24963,0.211,0.11448,1.55024,1.27463,0.94437,0.000682191,0.000682191,0.000682191
11,109.229,1.5353,1.24722,0.9551,0.26094,0.23415,0.19073,0.10475,1.5852,1.29593,0.94824,0.000678657,0.000678657,0.000678657
12,118.654,1.52693,1.22481,0.94797,0.30132,0.21963,0.2016,0.10874,1.59638,1.38114,0.96319,0.000675123,0.000675123,0.000675123
13,128.424,1.53908,1.23087,0.94881,0.31537,0.2401,0.21766,0.12036,1.54207,1.22588,0.93778,0.000671588,0.000671588,0.000671588
14,138.182,1.51179,1.19435,0.94339,0.33304,0.24679,0.22466,0.12671,1.51717,1.24218,0.92944,0.000668054,0.000668054,0.000668054
15,147.487,1.51815,1.19531,0.94684,0.32594,0.26275,0.23561,0.13433,1.47158,1.17034,0.92427,0.00066452,0.00066452,0.00066452
16,157.01,1.49139,1.16722,0.94101,0.32954,0.2585,0.24177,0.13869,1.46656,1.17905,0.9249,0.000660986,0.000660986,0.000660986
17,167.092,1.49039,1.15495,0.94065,0.3436,0.26646,0.24287,0.13326,1.52055,1.20101,0.93196,0.000657451,0.000657451,0.000657451
18,175.814,1.48921,1.14817,0.9424,0.31783,0.25231,0.23022,0.12967,1.51451,1.16667,0.93095,0.000653917,0.000653917,0.000653917
19,185.83,1.46041,1.13406,0.93993,0.35744,0.25665,0.24154,0.13337,1.50101,1.19756,0.93129,0.000650383,0.000650383,0.000650383
20,195.607,1.49261,1.14265,0.93946,0.35821,0.27417,0.25564,0.14489,1.46132,1.16645,0.91995,0.000646848,0.000646848,0.000646848
21,205.741,1.4721,1.13087,0.93311,0.36062,0.2684,0.24869,0.14139,1.48582,1.14561,0.93044,0.000643314,0.000643314,0.000643314
22,214.939,1.46485,1.11075,0.92986,0.35762,0.27653,0.25885,0.14691,1.45632,1.1336,0.92444,0.00063978,0.00063978,0.00063978
