epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,523.531,1.5423,1.15274,0.97857,0.35942,0.28183,0.2643,0.14691,1.47252,1.11298,0.95239,0.007921,0.007921,0.007921
44,533.91,1.51316,1.129,0.97879,0.35225,0.27623,0.25662,0.14062,1.48682,1.12285,0.9578,0.0078715,0.0078715,0.0078715
45,544.884,1.50224,1.13773,0.97605,0.344,0.26888,0.24968,0.13573,1.51298,1.13437,0.95973,0.007822,0.007822,0.007822
46,556.25,1.5076,1.12683,0.9831,0.38045,0.28225,0.26781,0.14788,1.47041,1.11305,0.95475,0.0077725,0.0077725,0.0077725
47,567.196,1.50277,1.11985,0.97926,0.36416,0.26587,0.25225,0.13952,1.49975,1.12996,0.95842,0.007723,0.007723,0.007723
48,577.629,1.48722,1.10322,0.97516,0.34661,0.27187,0.25109,0.13819,1.486,1.12749,0.95199,0.0076735,0.0076735,0.0076735
49,588.288,1.48894,1.12178,0.97518,0.35856,0.27476,0.26087,0.14664,1.48371,1.14667,0.95588,0.007624,0.007624,0.007624
50,599.045,1.48959,1.10333,0.9707,0.36599,0.28119,0.26458,0.14634,1.46949,1.10355,0.9487,0.0075745,0.0075745,0.0075745
51,609.991,1.48955,1.11417,0.97136,0.36637,0.27889,0.26206,0.14333,1.48425,1.10305,0.95669,0.007525,0.007525,0.007525
52,621.25,1.49931,1.10124,0.97693,0.36234,0.2782,0.26546,0.14697,1.46335,1.13725,0.95075,0.0074755,0.0074755,0.0074755
53,632.057,1.51493,1.10707,0.97573,0.36669,0.28364,0.26968,0.1505,1.45081,1.08533,0.9466,0.007426,0.007426,0.007426
54,643.008,1.48161,1.07685,0.968,0.36703,0.28695,0.26387,0.1469,1.46001,1.10209,0.95025,0.0073765,0.0073765,0.0073765
55,653.948,1.48322,1.08424,0.96881,0.38349,0.28886,0.27855,0.15376,1.45228,1.08144,0.94689,0.007327,0.007327,0.007327
56,664.846,1.47495,1.08787,0.97107,0.39929,0.28166,0.27405,0.15185,1.43457,1.06887,0.94339,0.0072775,0.0072775,0.0072775
57,675.864,1.49019,1.09486,0.97158,0.35855,0.28791,0.27054,0.14985,1.45516,1.08546,0.95054,0.007228,0.007228,0.007228
58,686.719,1.49258,1.08207,0.9681,0.37959,0.27894,0.27049,0.14891,1.48058,1.09749,0.95868,0.0071785,0.0071785,0.0071785
59,697.275,1.50177,1.09457,0.97051,0.38602,0.29837,0.28778,0.1595,1.42968,1.06046,0.94447,0.007129,0.007129,0.007129
